# ILM.W.U2.C.L050000.U2.EUR UNIT= Eurosystem reporting sector - Liabilities to other euro area residents denominated in euro UNIT_MULT= n=1131
TIME_PERIOD,OBS_VALUE
2015-W10,101497
2015-W11,101487
2015-W12,118130
2015-W13,129960
2015-W14,126602
2015-W15,132125
2015-W16,125957
2015-W17,159764
2015-W18,112728
2015-W19,116366
2015-W20,132518
2015-W21,157041
2015-W22,147389
2015-W23,146127
2015-W24,135441
2015-W25,175359
2015-W26,204009
2015-W27,164148
2015-W28,164998
2015-W29,144993
2015-W30,181382
2015-W31,141700
2015-W32,105675
2015-W33,121915
2015-W34,116942
2015-W35,132228
2015-W36,116295
2015-W37,125196
2015-W38,155377
2015-W39,193994
2015-W40,167615
2015-W41,163228
2015-W42,195569
2015-W43,216445
2015-W44,199202
2015-W45,154334
2015-W46,172442
2015-W47,215046
2015-W48,211356
2015-W49,177513
2015-W50,155293
2015-W51,172274
2015-W52,152227
2015-W53,141805
2016-W01,149438
2016-W02,178371
2016-W03,204859
2016-W04,195818
2016-W05,180809
2016-W06,196090
2016-W07,243730
2016-W08,220368
2016-W09,199438
2016-W10,201995
2016-W11,243712
2016-W12,269851
2016-W13,220502
2016-W14,201663
2016-W15,231085
2016-W16,255863
2016-W17,210865
2016-W18,181981
2016-W19,200014
2016-W20,247489
2016-W21,262678
2016-W22,223275
2016-W23,220938
2016-W24,287398
2016-W25,332298
2016-W26,251205
2016-W27,237146
2016-W28,275238
2016-W29,309485
2016-W30,277028
2016-W31,208939
2016-W32,224995
2016-W33,240896
2016-W34,270176
2016-W35,216992
2016-W36,227781
2016-W37,258857
2016-W38,273555
2016-W39,260956
2016-W40,264223
2016-W41,276889
2016-W42,304036
2016-W43,290456
2016-W44,241571
2016-W45,258809
2016-W46,270607
2016-W47,290183
2016-W48,253809
2016-W49,249038
2016-W50,271849
2016-W51,238016
2016-W52,220760
2017-W01,213812
2017-W02,240228
2017-W03,281767
2017-W04,305200
2017-W05,237507
2017-W06,251966
2017-W07,293930
2017-W08,289748
2017-W09,254452
2017-W10,257094
2017-W11,297858
2017-W12,340873
2017-W13,304809
2017-W14,279234
2017-W15,298107
2017-W16,344246
2017-W17,306241
2017-W18,256013
2017-W19,283056
2017-W20,314524
2017-W21,353144
2017-W22,299858
2017-W23,310202
2017-W24,351738
2017-W25,400753
2017-W26,347586
2017-W27,340111
2017-W28,360246
2017-W29,380784
2017-W30,369794
2017-W31,273731
2017-W32,285528
2017-W33,321576
2017-W34,352307
2017-W35,286719
2017-W36,292378
2017-W37,324261
2017-W38,362324
2017-W39,351877
2017-W40,321377
2017-W41,333729
2017-W42,357111
2017-W43,327605
2017-W44,279804
2017-W45,296347
2017-W46,337265
2017-W47,360157
2017-W48,292862
2017-W49,287001
2017-W50,321338
2017-W51,295799
2017-W52,286889
2018-W01,280093
2018-W02,298922
2018-W03,316985
2018-W04,349833
2018-W05,296089
2018-W06,303560
2018-W07,342155
2018-W08,374260
2018-W09,316189
2018-W10,315594
2018-W11,369375
2018-W12,405038
2018-W13,363767
2018-W14,355543
2018-W15,370133
2018-W16,383765
2018-W17,377063
2018-W18,319926
2018-W19,337343
2018-W20,376098
2018-W21,402791
2018-W22,310615
2018-W23,309349
2018-W24,367374
2018-W25,402894
2018-W26,374174
2018-W27,350001
2018-W28,377215
2018-W29,445695
2018-W30,441390
2018-W31,332662
2018-W32,335086
2018-W33,370249
2018-W34,398153
2018-W35,359727
2018-W36,350602
2018-W37,384731
2018-W38,420171
2018-W39,409266
2018-W40,386156
2018-W41,383324
2018-W42,416928
2018-W43,412808
2018-W44,342604
2018-W45,338773
2018-W46,401937
2018-W47,408201
2018-W48,375315
2018-W49,348194
2018-W50,371397
2018-W51,327458
2018-W52,324294
2019-W01,321295
2019-W02,334226
2019-W03,387709
2019-W04,404330
2019-W05,356269
2019-W06,355006
2019-W07,404964
2019-W08,414320
2019-W09,361551
2019-W10,349138
2019-W11,398713
2019-W12,429919
2019-W13,389924
2019-W14,370412.91220668
2019-W15,382413
2019-W16,416467
2019-W17,401489
2019-W18,325351
2019-W19,328417
2019-W20,389371
2019-W21,428121
2019-W22,364693
2019-W23,337076
2019-W24,372578
2019-W25,457086
2019-W26,410214
2019-W27,388124
2019-W28,413584
2019-W29,469110
2019-W30,463659
2019-W31,380220
2019-W32,382174
2019-W33,413082
2019-W34,450859
2019-W35,415267
2019-W36,376128
2019-W37,406244
2019-W38,446429
2019-W39,447158
2019-W40,406250
2019-W41,420406
2019-W42,447488
2019-W43,432990
2019-W44,372205
2019-W45,342942
2019-W46,386307
2019-W47,415476
2019-W48,361528
2019-W49,336945
2019-W50,335155
2019-W51,330120
2019-W52,324757
2020-W01,312532
2020-W02,318865
2020-W03,355298
2020-W04,398548
2020-W05,372800
2020-W06,345052
2020-W07,396952
2020-W08,440708
2020-W09,420156
2020-W10,383942
2020-W11,397535
2020-W12,462790
2020-W13,480798
2020-W14,479633
2020-W15,505402
2020-W16,519337
2020-W17,563893
2020-W18,534857
2020-W19,508933
2020-W20,576003
2020-W21,630539
2020-W22,646185
2020-W23,653012
2020-W24,701385
2020-W25,799215
2020-W26,828263
2020-W27,764114
2020-W28,741920
2020-W29,792568
2020-W30,816028
2020-W31,760787
2020-W32,728043
2020-W33,772149
2020-W34,781918
2020-W35,822249
2020-W36,737757
2020-W37,747097
2020-W38,836114
2020-W39,862384
2020-W40,787807
2020-W41,771430
2020-W42,797587
2020-W43,806483
2020-W44,787814
2020-W45,713888
2020-W46,723446
2020-W47,788925
2020-W48,753274
2020-W49,674516
2020-W50,627126
2020-W51,643266
2020-W52,621330
2020-W53,611304
2021-W01,559142
2021-W02,604808
2021-W03,646138
2021-W04,681703
2021-W05,653925
2021-W06,685502
2021-W07,755078
2021-W08,721957
2021-W09,621319
2021-W10,653899
2021-W11,733985
2021-W12,772675
2021-W13,722437
2021-W14,677988
2021-W15,714952
2021-W16,748048
2021-W17,687176
2021-W18,619590
2021-W19,652713
2021-W20,698783
2021-W21,717774
2021-W22,656856
2021-W23,656958
2021-W24,775805
2021-W25,780507
2021-W26,712608
2021-W27,693527
2021-W28,752247
2021-W29,807733
2021-W30,732792
2021-W31,699228.0884
2021-W32,751306
2021-W33,803811
2021-W34,827967
2021-W35,736283
2021-W36,731813
2021-W37,791953
2021-W38,845352
2021-W39,775652
2021-W40,749365
2021-W41,793516
2021-W42,799828
2021-W43,785036
2021-W44,705304
2021-W45,711833
2021-W46,809503
2021-W47,831115
2021-W48,735893
2021-W49,738464
2021-W50,760021
2021-W51,751517
2021-W52,757066
2022-W01,668318
2022-W02,720208
2022-W03,739942
2022-W04,818131
2022-W05,710739
2022-W06,765123
2022-W07,831961
2022-W08,842846
2022-W09,770130
2022-W10,793567
2022-W11,854150
2022-W12,866335
2022-W13,787020
2022-W14,761691
2022-W15,835749
2022-W16,811035
2022-W17,810136
2022-W18,747057
2022-W19,782061
2022-W20,825607
2022-W21,825754
2022-W22,758172
2022-W23,756369
2022-W24,847299
2022-W25,895684
2022-W26,835002
2022-W27,819916
2022-W28,835291
2022-W29,843514
2022-W30,844168
2022-W31,744313
2022-W32,738574
2022-W33,784509
2022-W34,813310
2022-W35,692207
2022-W36,626948
2022-W37,655794
2022-W38,678511
2022-W39,767988
2022-W40,617976
2022-W41,667811
2022-W42,676386
2022-W43,706812
2022-W44,626082
2022-W45,623264
2022-W46,681548
2022-W47,675316
2022-W48,577551
2022-W49,558414
2022-W50,547510
2022-W51,484417
2022-W52,564639
2023-W01,433636
2023-W02,472509
2023-W03,471714
2023-W04,497719
2023-W05,454270
2023-W06,452502
2023-W07,466607
2023-W08,496133
2023-W09,455797
2023-W10,444760
2023-W11,570492
2023-W12,510012
2023-W13,497392
2023-W14,442375
2023-W15,446721
2023-W16,442173
2023-W17,471290
2023-W18,362406
2023-W19,352428
2023-W20,375364
2023-W21,349412
2023-W22,327414
2023-W23,318311
2023-W24,337594
2023-W25,351098
2023-W26,353023
2023-W27,318440
2023-W28,338868
2023-W29,346812
2023-W30,370473
2023-W31,305919
2023-W32,311153
2023-W33,305458
2023-W34,313608
2023-W35,311932
2023-W36,298956
2023-W37,316104
2023-W38,310310
2023-W39,349953
2023-W40,289114
2023-W41,305169
2023-W42,293000
2023-W43,285626
2023-W44,281401
2023-W45,284921
2023-W46,280152
2023-W47,289362
2023-W48,267120
2023-W49,257211
2023-W50,259795
2023-W51,232511
2023-W52,303864
2024-W01,239916
2024-W02,239197
2024-W03,259915
2024-W04,256985
2024-W05,239210
2024-W06,257632
2024-W07,264288
2024-W08,231049
2024-W09,228446
2024-W10,229856
2024-W11,234228
2024-W12,212289
2024-W13,226134
2024-W14,219054
2024-W15,205281
2024-W16,201107
2024-W17,204696
2024-W18,197519
2024-W19,194331
2024-W20,195876
2024-W21,201658
2024-W22,210623
2024-W23,199921
2024-W24,185895
2024-W25,188575
2024-W26,205137
2024-W27,193319
2024-W28,195335
2024-W29,202815
2024-W30,211845
2024-W31,199492
2024-W32,192479
2024-W33,186512
2024-W34,192766
2024-W35,214816
2024-W36,207199
2024-W37,200237
2024-W38,201613
2024-W39,209526
2024-W40,207041
2024-W41,197324
2024-W42,199425
2024-W43,192812
2024-W44,212839
2024-W45,196550
2024-W46,212024
2024-W47,195821
2024-W48,217993
2024-W49,200561
2024-W50,190604
2024-W51,182336
2024-W52,196258
2025-W01,179866
2025-W02,171236
2025-W03,179764
2025-W04,177098
2025-W05,211182
2025-W06,196328
2025-W07,202427
2025-W08,194544
2025-W09,222096
2025-W10,192748
2025-W11,195651
2025-W12,181138
2025-W13,187590
2025-W14,185683
2025-W15,179794
2025-W16,195743
2025-W17,180669
2025-W18,182969
2025-W19,179543
2025-W20,178409
2025-W21,177031
2025-W22,199226
2025-W23,181811
2025-W24,184996
2025-W25,177045
2025-W26,198420
2025-W27,172784
2025-W28,164100
2025-W29,178213
2025-W30,158868
2025-W31,162295
2025-W32,169845
2025-W33,164178
2025-W34,165036
2025-W35,163431
2025-W36,166082
2025-W37,171050
2025-W38,182015
2025-W39,179275
2025-W40,191710
2025-W41,190330
2025-W42,191366
2025-W43,181216
2025-W44,230007
2025-W45,208505
2025-W46,202461
2025-W47,213889
2025-W48,213219
2025-W49,207643
2025-W50,203232
2025-W51,188657
2025-W52,198347
2026-W01,196647
2026-W02,188350
2026-W03,194802
2026-W04,207615
2026-W05,218078
2026-W06,202795
2026-W07,194741
2026-W08,195810
2026-W09,201696
2026-W10,200570
2026-W11,194973
2026-W12,207926
2026-W13,208957
2026-W14,206239
2026-W15,200918
2026-W16,206309
2026-W17,195197
2026-W18,215590
2026-W19,210862
2026-W20,200462
2026-W21,192996
2026-W22,205719
2026-W23,187447
2026-W24,196714
2026-W25,187115
2026-W26,189763
2026-W27,181999
2026-W28,179709
2026-W29,195924
2026-W30,189286
2026-W31,193762
2026-W32,181349
2026-W33,183748
2026-W34,178625
2026-W35,184842
2026-W36,181821
